PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1143896,247121,28,"O' DADDY, LLC",SMOKE DADDY,02/28/2020,05/31/2021,02/28/2020,1804-1806 W DIVISION ST,1804,1804-1806,W,DIVISION,ST,CHICAGO,IL,60622,1,5,1-5,14,41.903372714,-87.67259245,"(41.903372713964224, -87.67259244953756)"
1143898,9454,35,"FIREPLACE INNS, INC.",THE FIRE PLACE INN,03/04/2020,05/31/2021,02/26/2020,1448-1450 N WELLS ST,1448,1448-1450,N,WELLS,ST,CHICAGO,IL,60610,27,42,27-42,18,41.908977678,-87.634789122,"(41.908977678376715, -87.63478912164865)"
1143902,35460,1,"GIO'S SPORTS BAR, INC",GIO'S SPORTS BAR,06/19/2020,05/31/2021,06/19/2020,4857 N DAMEN AVE,4857,4857,N,DAMEN,AVE,CHICAGO,IL,60625,47,36,47-36,20,41.970429591,-87.679086659,"(41.97042959055041, -87.67908665930871)"
1143905,346517,1,"IRVINGTON, INC.",ORIGINAL ALPS,03/09/2020,05/31/2021,03/09/2020,3637 W IRVING PARK RD,3637,3637,W,IRVING PARK,RD,CHICAGO,IL,,45,9,45-9,17,41.953624642,-87.719310849,"(41.95362464225412, -87.71931084947838)"
1143906,416094,1,SWEET TULIPS LLC,KLEIN'S BAKERY & CAFE,03/09/2020,05/31/2021,03/06/2020,4155 N BROADWAY,4155,4155,N,BROADWAY,,CHICAGO,IL,60613,46,34,46-34,19,41.958459512,-87.652873754,"(41.95845951159845, -87.65287375436044)"
1143908,309521,1,"FULTON STREET BREWERY, LLC",GOOSE ISLAND BEER COMPANY,03/13/2020,05/31/2021,03/12/2020,1800 W FULTON ST,1800,1800,W,FULTON,ST,CHICAGO,,60612,27,27,27-27,12,41.886957986,-87.672026499,"(41.88695798598848, -87.67202649859323)"
1143910,6787,1,SOUTH SIDE FOOD & LIQUOR INC.,The Bar on Buena,06/10/2020,05/31/2021,03/06/2020,910 W BUENA AVE,910,910,W,BUENA,AVE,CHICAGO,IL,60613,46,25,46-25,19,41.958550898,-87.653520049,"(41.958550897849705, -87.65352004893188)"
1143913,283535,2,"INDIE, INC.",INDIE CAFE,03/18/2020,05/31/2021,03/10/2020,5951-5953 N BROADWAY,5951,5951-5953,N,BROADWAY,,CHICAGO,IL,60660,48,31,48-31,24,41.99052009,-87.660135907,"(41.990520089587605, -87.6601359073641)"
1143914,14614,1,"SAL GADD, INC.",O'LEARY'S PUBLIC HOUSE,02/26/2020,05/31/2021,02/26/2020,541 N WELLS ST,541,541,N,WELLS,ST,CHICAGO,IL,60610,42,46,42-46,18,41.891989228,-87.633930579,"(41.89198922796648, -87.63393057860532)"
1143915,426422,1,"PANCAKE CAFE CHICAGO, LLC",PANCAKE CAFE,03/05/2020,05/31/2021,02/21/2020,3801-3805 N BROADWAY,3801,3801-3805,N,BROADWAY,,CHICAGO,,60613,46,24,46-24,19,41.951273912,-87.649471564,"(41.95127391161999, -87.64947156399768)"
1143916,327764,1,LUCKY GRILL #2 INCORPORATED,LUCKY GRILL,03/03/2020,05/31/2021,03/03/2020,7779 W TALCOTT AVE,7779,7779,W,TALCOTT,AVE,CHICAGO,,60631,41,18,41-18,16,41.992990416,-87.821674247,"(41.992990415660884, -87.82167424669001)"
1143919,16625,1,"MICHAEL'S RESTAURANT II, INC.","MICHAEL'S RESTAURANT, INC.",03/09/2020,05/31/2021,03/09/2020,4089-91 N BROADWAY,4089,4089-91,N,BROADWAY,,CHICAGO,IL,60613,46,10,46-10,19,41.956831994,-87.651833094,"(41.956831994111624, -87.6518330942249)"
1143920,367187,2,UPTON'S NATURALS CO.,UPTON' S NATURALS CO.,03/17/2020,05/31/2021,03/17/2020,2054 W GRAND AVE,2054,2054,W,GRAND,AVE,CHICAGO,IL,60612,26,35,26-35,12,41.890897609,-87.67908103,"(41.89089760866321, -87.67908102967368)"
1143921,3752,1,KEYSTERS INC,PADDY MAC'S,03/18/2020,05/31/2021,03/05/2020,4157 N PULASKI RD,4157,4157,N,PULASKI,RD,CHICAGO,IL,60641,39,27,39-27,17,41.957154975,-87.727572016,"(41.957154975326574, -87.72757201572533)"
1143922,426002,1,"Sluggers Grill,  Inc",Sluggers Grill,04/10/2020,05/31/2021,03/09/2020,3540 N CLARK ST,3540,3540,N,CLARK,ST,CHICAGO,IL,60657,44,38,44-38,19,41.946576955,-87.656187541,"(41.946576955272015, -87.65618754109963)"
1143923,50161,21,"LUMA, LLC",LOU MALNALTI'S PIZZERIA,03/13/2020,05/31/2021,03/12/2020,4340 N LINCOLN AVE,4340,4340,N,LINCOLN,AVE,CHICAGO,IL,60618,47,8,47-8,19,41.96074325,-87.6835484,"(41.96074324981876, -87.68354840044978)"
1143925,426624,1,2301 ROSCOE HOSPITALITY LLC,LE SUD,08/27/2020,05/31/2021,03/11/2020,2301 W ROSCOE ST,2301,2301,W,ROSCOE,ST,CHICAGO,,60618,32,19,32-19,19,41.943015178,-87.685786943,"(41.94301517823736, -87.68578694293062)"
1143926,458743,1,FULTON MARKET TAPAS LLC,BOQUERIA,03/05/2020,05/31/2021,03/05/2020,801-811 W FULTON MARKET,801,801-811,W,FULTON MARKET,,CHICAGO,,60607,27,45,27-45,12,41.886687199,-87.647563453,"(41.88668719934986, -87.64756345250677)"
1143952,372984,1,"CHICAGO BATH HOUSE, LLC",RED SQUARE,03/09/2020,05/31/2021,03/09/2020,1914-1916 W DIVISION ST,1914,1914-1916,W,DIVISION,ST,CHICAGO,IL,60622,1,17,1-17,14,41.903331032,-87.675433918,"(41.903331032063555, -87.67543391800301)"
1143954,405484,1,LITTLE WOK GROUP INC.,LITTLE WOK,02/27/2020,05/31/2021,02/27/2020,3144 N BROADWAY,3144,3144,N,BROADWAY,,CHICAGO,IL,60657,44,21,44-21,19,41.939051666,-87.644512659,"(41.93905166551547, -87.64451265947989)"
1143955,7533,1,"LA BRUQUENA RESTAURANT & LOUNGE, INC.",LA BRUQUENA RESTAURANT & LOUNGE,03/09/2020,05/31/2021,03/05/2020,2726 W DIVISION ST,2726,2726,W,DIVISION,ST,CHICAGO,IL,60622,26,31,26-31,14,41.903046387,-87.695535129,"(41.903046386818346, -87.695535129416)"
1143956,86023,3,PHASE ONE LLC,M BURGER,03/04/2020,05/31/2021,03/04/2020,161 E HURON ST,161,161,E,HURON,ST,CHICAGO,IL,60611,42,53,42-53,18,41.894847524,-87.623022109,"(41.89484752424261, -87.62302210941388)"
1143957,325071,1,DEARBORN HUBBARD LLC,HUB 51 / SUB 51,03/04/2020,05/31/2021,03/04/2020,51 W HUBBARD ST,51,51,W,HUBBARD,ST,CHICAGO,IL,60610,42,55,42-55,18,41.889926109,-87.629943638,"(41.889926108890215, -87.62994363769556)"
1143958,16260,2,"59 WEST HUBBARD, INC.",IL PORCELLINO/STUDIO PARIS/RAMEN-SAN,03/13/2020,05/31/2021,03/13/2020,59 W HUBBARD ST,59,59,W,HUBBARD,ST,CHICAGO,IL,60654,42,55,42-55,18,41.889921495,-87.630297537,"(41.88992149511211, -87.6302975365133)"
1143959,205657,1,PETTERINO'S LLC,PETTERINO'S / DO-RITE DONUTS,03/04/2020,05/31/2021,03/04/2020,150 N DEARBORN ST,150,150,N,DEARBORN,ST,CHICAGO,IL,60601,42,9,42-9,1,41.884508978,-87.629605631,"(41.884508977775795, -87.62960563075471)"
1143963,396367,1,"THE GODDESS AND BAKER WABASH, LLC",GODDESS AND THE BAKER,06/10/2020,05/31/2021,05/20/2020,33 S WABASH AVE,33,33,S,WABASH,AVE,CHICAGO,IL,60603,42,9,42-9,1,41.881243983,-87.626038288,"(41.881243983365586, -87.6260382875614)"
1143978,85280,5,"952-6 W ADDISON, INC.",SPORTS CORNER,03/13/2020,05/31/2021,03/13/2020,952-956 W ADDISON ST,952,952-956,W,ADDISON,ST,CHICAGO,IL,60613,44,28,44-28,19,41.9473594,-87.654019314,"(41.947359400317886, -87.65401931422167)"
1143979,379856,1,1151-1155 N. WELLS CORPORATION,HASHBROWNS ON WELLS,02/21/2020,05/31/2021,02/21/2020,1149-1155 N WELLS ST,1149,1149-1155,N,WELLS,ST,CHICAGO,IL,,27,51,27-51,18,41.903535619,-87.634320595,"(41.90353561893021, -87.6343205948647)"
1143981,420534,2,"PT OPCO, LLC",PINK TACO,02/28/2020,05/31/2021,02/28/2020,431 N WELLS ST,431,431,N,WELLS,ST,CHICAGO,,60654,42,32,42-32,18,41.890024682,-87.633882403,"(41.89002468212031, -87.63388240330882)"
1143982,295457,1,"HASHBROWNS, LLC",HASHBROWNS,02/21/2020,05/31/2021,02/21/2020,731 W MAXWELL ST,731,731,W,MAXWELL,ST,CHICAGO,IL,,11,3,11-3,12,41.864682061,-87.646288151,"(41.86468206101614, -87.64628815092568)"
1143983,6921,1,"RESTAURANTE FRANCO, INC.",FRANCO'S RISTORANTE,02/21/2020,05/31/2021,02/21/2020,300 W 31ST ST,300,300,W,31ST,ST,CHICAGO,IL,60616,11,27,11-27,9,41.838314286,-87.634166827,"(41.838314285595594, -87.63416682725416)"
1143984,360510,1,JAM 'N HONEY,JAM 'N HONEY,02/21/2020,05/31/2021,02/21/2020,958 W WEBSTER AVE,958,958,W,WEBSTER,AVE,CHICAGO,IL,60614,43,21,43-21,18,41.92184919,-87.653430229,"(41.92184919047451, -87.65343022919154)"
1143985,229993,10,"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",HOTEL MONACO,03/11/2020,05/31/2021,03/11/2020,225 N WABASH AVE,225,225,N,WABASH,AVE,CHICAGO,IL,60601,42,9,42-9,1,41.886424333,-87.626168282,"(41.88642433256405, -87.62616828170881)"
1143986,375082,1,"UMAI, INC.",UMAI,03/05/2020,05/31/2021,03/05/2020,730 S CLARK ST,730,730,S,CLARK,ST,CHICAGO,IL,60605,4,1,4-1,1,41.872780614,-87.630771512,"(41.87278061406621, -87.63077151242979)"
1143987,404456,1,CLARK ILLINOIS LLC,EMA,03/04/2020,05/31/2021,03/04/2020,74 W ILLINOIS ST,74,74,W,ILLINOIS,ST,CHICAGO,IL,60654,42,22,42-22,18,41.890935404,-87.630944801,"(41.89093540406077, -87.63094480116382)"
1143989,379080,1,CLARK LOFT LLC,BEATRIX,03/04/2020,05/31/2021,03/04/2020,519 N CLARK ST,519,519,N,CLARK,ST,CHICAGO,IL,60654,42,22,42-22,18,41.891516039,-87.63097642,"(41.89151603889098, -87.63097642048605)"
1143990,373590,1,CLARK HUBBARD LLC,BUB CITY,03/06/2020,05/31/2021,03/04/2020,435-437 N CLARK ST,435,435-437,N,CLARK,ST,CHICAGO,IL,60654,42,55,42-55,18,41.890207793,-87.630940842,"(41.89020779260571, -87.63094084169998)"
1143991,17808,5,"CNF, INC.",FONTANO SUBS,03/03/2020,05/31/2021,03/03/2020,332 S MICHIGAN AVE,332,332,S,MICHIGAN,AVE,CHICAGO,IL,60604,42,49,42-49,1,41.877480177,-87.624446588,"(41.87748017697733, -87.62444658849093)"
1143993,63620,1,SUPERIOR LIMITED PARTNERSHIP,JAKE MELNICK'S CORNER TAP,03/05/2020,05/31/2021,03/05/2020,41 E SUPERIOR ST,41,41,E,SUPERIOR,ST,CHICAGO,IL,60611,42,19,42-19,18,41.895593098,-87.626582487,"(41.89559309764492, -87.62658248687725)"
1143994,7551,90,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #15921,02/24/2020,05/31/2021,02/24/2020,410 N MICHIGAN AVE,410,410,N,MICHIGAN,AVE,CHICAGO,IL,60611,42,48,42-48,18,41.889874791,-87.624259761,"(41.8898747912625, -87.62425976144404)"
1143995,20564,1,"FEZ, INC",GT FISH & OYSTERS,03/05/2020,05/31/2021,03/05/2020,531 N WELLS ST,531,531,N,WELLS,ST,CHICAGO,IL,60610,42,46,42-46,18,41.891629914,-87.633923031,"(41.89162991443056, -87.63392303068903)"
1143996,401889,1,"GT PRIME, LLC",GT PRIME,03/09/2020,05/31/2021,03/05/2020,705-707 N WELLS ST,705,705-707,N,WELLS,ST,CHICAGO,IL,60654,42,57,42-57,18,41.894979301,-87.634010671,"(41.894979301136715, -87.63401067063096)"
1143997,393943,1,B RESTAURANT LLC,FORMENTO'S NONNA'S,03/10/2020,05/31/2021,03/10/2020,917-923 W RANDOLPH ST,917,917-923,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884244445,-87.650527117,"(41.88424444452276, -87.65052711700389)"
1144003,369402,3,LAST BAY BEER COMPANY LLC,DRYHOP BREWERS,03/09/2020,05/31/2021,03/09/2020,3155-3159 N BROADWAY,3155,3155-3159,N,BROADWAY,,CHICAGO,IL,60657,44,28,44-28,19,41.939309677,-87.644228371,"(41.939309677466014, -87.64422837055051)"
1144006,320825,1,LA PLENA RESTAURANT CORPORATION,LA PLENA RESTAURANT,03/09/2020,05/31/2021,03/09/2020,2617 W DIVISION ST,2617,2617,W,DIVISION,ST,CHICAGO,IL,60622,26,61,26-61,12,41.902852012,-87.692685425,"(41.902852012320004, -87.69268542462804)"
1144012,65265,9,LVJ CAFE CORPORATION,LULA CAFE,03/04/2020,05/31/2021,03/03/2020,2537-2543 N KEDZIE BLVD,2537,2537-2543,N,KEDZIE,BLVD,CHICAGO,IL,60647,32,30,32-30,14,41.927653196,-87.707119009,"(41.92765319605931, -87.70711900893733)"
1144013,403667,1,"3335 HOSPITALITY, LLC",CODA DI VOLPE,05/29/2020,05/31/2021,04/29/2020,3335 N SOUTHPORT AVE,3335,3335,N,SOUTHPORT,AVE,CHICAGO,IL,60657,44,9,44-9,19,41.942616105,-87.663748078,"(41.9426161054227, -87.6637480783506)"
1144015,22633,7,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,04/15/2020,05/31/2021,03/10/2020,291 E ONTARIO ST,291,291,E,ONTARIO,ST,CHICAGO,IL,60611,42,41,42-41,18,41.893293677,-87.620392895,"(41.89329367658513, -87.62039289469121)"
1144016,22633,35,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE,04/15/2020,05/31/2021,03/10/2020,311 S WACKER DR,311,311,S,WACKER,DR,CHICAGO,IL,60606,42,12,42-12,1,41.877791648,-87.636524344,"(41.877791648104406, -87.63652434443534)"
1144017,410693,2,THE REGION LLC,THE REGION HANDCRAFTED HAMBURGERS,04/10/2020,05/31/2021,03/06/2020,2057 W ROSCOE ST,2057,2057,W,ROSCOE,ST,CHICAGO,IL,60618,32,15,32-15,19,41.943080263,-87.680728428,"(41.94308026293759, -87.68072842785375)"
1144018,86063,1,LOU MITCHELL'S INC,LOU MITCHELL'S,03/25/2020,05/31/2021,03/09/2020,565 W JACKSON BLVD,565,565,W,JACKSON,BLVD,CHICAGO,IL,60661,42,12,42-12,1,41.877904219,-87.642194824,"(41.8779042186468, -87.64219482401225)"
1144021,298727,10,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,07/29/2020,05/31/2021,03/05/2020,120 S LA SALLE ST,120,120,S,LA SALLE,ST,CHICAGO,IL,60603,42,9,42-9,1,41.880075102,-87.632457875,"(41.88007510168006, -87.6324578753162)"
1144022,298727,11,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,07/10/2020,05/31/2021,03/05/2020,360 N MICHIGAN AVE,360,360,N,MICHIGAN,AVE,CHICAGO,IL,60601,42,9,42-9,1,41.888140152,-87.62469579,"(41.88814015241156, -87.6246957901013)"
1144023,298727,12,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,07/29/2020,05/31/2021,03/05/2020,188 W WASHINGTON ST,188,188,W,WASHINGTON,ST,CHICAGO,IL,60602,42,9,42-9,1,41.88331838,-87.6335146,"(41.88331838004561, -87.63351460014748)"
1144024,298727,13,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,07/29/2020,05/31/2021,03/05/2020,56 W RANDOLPH ST,56,56,W,RANDOLPH,ST,CHICAGO,IL,60601,42,9,42-9,1,41.884590839,-87.629997486,"(41.884590838986554, -87.62999748568865)"
1144025,298727,14,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,07/10/2020,05/31/2021,06/02/2020,35 E MONROE ST,35,35,E,MONROE,ST,CHICAGO,IL,60603,42,9,42-9,1,41.880675401,-87.62645664,"(41.880675401073866, -87.62645664000826)"
1144026,7609,1,ZIMMIES INC #7,The Original Pancake House,03/18/2020,05/31/2021,03/05/2020,22 E BELLEVUE PL,22,22,E,BELLEVUE,PL,CHICAGO,IL,60611,42,1,42-1,18,41.901682076,-87.627441931,"(41.90168207597354, -87.62744193145738)"
1144027,372735,1,KOSHER Q LLC,MILT'S BBQ,04/15/2020,05/31/2021,02/26/2020,3411 N BROADWAY,3411,3411,N,BROADWAY,,CHICAGO,IL,60657,44,32,44-32,19,41.943710988,-87.644891092,"(41.94371098808328, -87.64489109193752)"
1144028,396921,1,THE VIG CHICAGO LLC.,THE VIG CHICAGO,04/10/2020,05/31/2021,03/03/2020,1527 N WELLS ST,1527,1527,N,WELLS,ST,CHICAGO,IL,60610,27,54,27-54,18,41.909971084,-87.63452635,"(41.909971084054995, -87.63452634973525)"
1144029,402670,1,IHG MANAGEMENT (MARYLAND) LLC,INTERCONTINENTAL HOTEL CHICAGO,02/28/2020,05/31/2021,02/27/2020,505 N MICHIGAN AVE,505,505,N,MICHIGAN,AVE,CHICAGO,IL,60611,42,53,42-53,18,41.891120593,-87.623988704,"(41.891120593048875, -87.62398870432278)"
1144030,6525,1,SOUTH LOOP CLUB INC,SOUTH LOOP CLUB INC,10/14/2020,05/31/2021,08/06/2020,701 S STATE ST,701,701,S,STATE,ST,CHICAGO,IL,,4,58,4-58,1,41.873055576,-87.627417813,"(41.87305557644521, -87.62741781254495)"
1144031,292824,1,AGAMI  INC.,AGAMI JAPANESE RESTAURANT,02/28/2020,05/31/2021,02/28/2020,4706-12 N BROADWAY,4706,4706-12,N,BROADWAY,,CHICAGO,IL,,46,40,46-40,19,41.967350878,-87.658885489,"(41.967350878225375, -87.65888548941726)"
1144033,369,1,"MR. B'S STUFFED PIZZA, INC.",SUPAROSSA,03/11/2020,05/31/2021,03/11/2020,4250 N CENTRAL AVE,4250,4250,N,CENTRAL,AVE,CHICAGO,IL,60634,38,44,38-44,16,41.958373846,-87.767320762,"(41.95837384588684, -87.76732076240101)"
1144034,390824,1,SI FU KITCHEN LLC,SAVANNAH SUPPER CLUB,07/27/2020,05/31/2021,07/08/2020,2116 W ROSCOE ST,2116,2116,W,ROSCOE,ST,CHICAGO,IL,60618,32,21,32-21,19,41.943287553,-87.681611813,"(41.94328755260558, -87.68161181280485)"
1144036,382446,1,LTD PARTNERS LLC,HUTCH,07/27/2020,05/31/2021,07/08/2020,3301 N CLARK ST,3301,3301,N,CLARK,ST,CHICAGO,IL,60657,44,42,44-42,19,41.94186146,-87.652047543,"(41.94186145960563, -87.65204754270617)"
1144037,12619,1,HUGO'S L.L.C.,HUGO'S FROG BAR,03/03/2020,05/31/2021,03/03/2020,1024 N RUSH ST,1024,1024,N,RUSH,ST,CHICAGO,IL,60611,42,24,42-24,18,41.901384635,-87.627963606,"(41.901384634926615, -87.62796360567829)"
1144038,64192,2,GIBSONS L.L.C.,GIBSONS STEAK HOUSE,03/03/2020,05/31/2021,03/03/2020,1028 N RUSH ST,1028,1028,N,RUSH,ST,CHICAGO,IL,60611,42,24,42-24,18,41.901488534,-87.628012422,"(41.901488534319434, -87.62801242215315)"
1144039,21359,1,"RALPH LAUREN LIFESTYLE CONCEPTS, LLC",RL,03/03/2020,05/31/2021,03/03/2020,115 E CHICAGO AVE,115,115,E,CHICAGO,AVE,CHICAGO,IL,60611,42,48,42-48,18,41.896615843,-87.62473177,"(41.896615842663785, -87.62473176968788)"
1144040,205630,1,"BELLRUSH RESTAURANT, LLC",LUXBAR,03/03/2020,05/31/2021,03/03/2020,18-20 E BELLEVUE PL,18,18-20,E,BELLEVUE,PL,CHICAGO,IL,60611,42,1,42-1,18,41.901679928,-87.627580407,"(41.90167992821145, -87.62758040653326)"
1144042,359320,1,"GRG-US CELLULAR FIELD MANAGEMENT COMPANY, LLC",CHISOX BAR & GRILL,03/03/2020,05/31/2021,03/03/2020,320 W 35TH ST,320,320,W,35TH,ST,CHICAGO,IL,60616,11,31,11-31,9,41.831008088,-87.634932486,"(41.83100808816173, -87.63493248572952)"
1144046,402514,1,"5 RABANITOS, INC.",5 RABANITOS,03/03/2020,05/31/2021,03/03/2020,1758 W 18TH ST,1758,1758,W,18TH,ST,CHICAGO,,60608,25,19,25-19,12,41.85783609,-87.671006473,"(41.857836090111526, -87.67100647272235)"
1144047,344807,1,"844 WEST MONTROSE, INC.",RESERVOIR,02/28/2020,05/31/2021,02/28/2020,844 W MONTROSE AVE,844,844,W,MONTROSE,AVE,CHICAGO,IL,60613,46,47,46-47,19,41.961926644,-87.651720307,"(41.96192664359972, -87.65172030674927)"
1144050,21063,2,"2100 WEST IRVING PARK ROAD, INC.",O'DONOVAN'S,03/06/2020,05/31/2021,03/06/2020,2100 W IRVING PARK RD,2100,2100,W,IRVING PARK,RD,CHICAGO,IL,60618,47,35,47-35,19,41.954229641,-87.681246806,"(41.95422964091824, -87.68124680611072)"
1144051,456415,1,"FRANCOIS FRANKY, LLC",FRANCOIS FRANKIE,02/24/2020,05/31/2021,02/24/2020,222 W RANDOLPH ST,222,222,W,RANDOLPH,ST,CHICAGO,,60606,42,9,42-9,1,41.884575252,-87.63458189,"(41.88457525192724, -87.63458188985176)"
1144052,356964,1,"UNION RESTAURANT, LLC",UNION SUSHI + BARBEQUE BAR / UP BAR,03/06/2020,05/31/2021,03/02/2020,230 W ERIE ST,230,230,W,ERIE,ST,CHICAGO,,60654,42,39,42-39,18,41.894082718,-87.635482708,"(41.89408271775828, -87.63548270777783)"
1144070,311800,1,"MUNSTER TAVERNS, INC.",WILDE,03/11/2020,05/31/2021,03/11/2020,3130 N BROADWAY,3130,3130,N,BROADWAY,,CHICAGO,IL,60657,44,21,44-21,19,41.93858895,-87.644497266,"(41.93858894953284, -87.64449726642948)"
1144071,406878,1,WELLS 1525 LLC,LADY GREGORY'S OLD TOWN,03/11/2020,05/31/2021,03/11/2020,1525 N WELLS ST,1525,1525,N,WELLS,ST,CHICAGO,IL,60610,27,54,27-54,18,41.909916444,-87.634524568,"(41.90991644409767, -87.6345245683107)"
1144072,331565,2,YOLANDA DUARTE,PONCE RESTAURANT,03/25/2020,05/31/2021,03/03/2020,4313 W FULLERTON AVE,4313,4313,W,FULLERTON,AVE,CHICAGO,,60639,31,22,31-22,25,41.924280058,-87.734648076,"(41.92428005782633, -87.73464807570147)"
1144073,311103,1,"WEST LOOP TAP, L.L.C.",WESTEND BAR & GRILL,03/06/2020,05/31/2021,03/06/2020,1326-28 W MADISON ST,1326,1326-28,W,MADISON,ST,CHICAGO,IL,60607,27,7,27-7,12,41.881667077,-87.660707516,"(41.88166707708318, -87.66070751628168)"
1144074,262,1,"SHEF AT OAK, INC.",KIRKWOOD BAR & GRILL,03/06/2020,05/31/2021,03/06/2020,2934 N SHEFFIELD AVE,2934,2934,N,SHEFFIELD,AVE,CHICAGO,IL,60657,44,27,44-27,19,41.935464431,-87.654102025,"(41.93546443073959, -87.65410202519548)"
1144075,337178,1,"ROCCO'S, LLC",RANALLI'S,03/06/2020,05/31/2021,03/06/2020,1925 N LINCOLN AVE,1925,1925,N,LINCOLN,AVE,CHICAGO,IL,60614,43,24,43-24,18,41.917217119,-87.637043986,"(41.91721711853109, -87.6370439858275)"
1144076,347348,1,"WELLS HOLDINGS, LLC",BENCHMARK BAR & GRILL,03/06/2020,05/31/2021,03/06/2020,1508-1510 N WELLS ST,1508,1508-1510,N,WELLS,ST,CHICAGO,IL,60610,27,42,27-42,18,41.909474189,-87.634803915,"(41.90947418881767, -87.63480391525263)"
1144077,404538,1,"1500 N. WELLS OPCO, LLC",80 PROOF,03/06/2020,05/31/2021,03/06/2020,1500 N WELLS ST,1500,1500,N,WELLS,ST,CHICAGO,IL,60610,27,42,27-42,18,41.909255619,-87.634797337,"(41.90925561938696, -87.63479733683684)"
1144079,304670,1,LAKE ELIZABETH LLC,MACELLO RISTORANTE,06/18/2020,05/31/2021,06/02/2020,1235-1237 W LAKE ST,1235,1235-1237,W,LAKE,ST,CHICAGO,IL,60607,27,33,27-33,12,41.885372493,-87.65821234,"(41.88537249282454, -87.65821234045592)"
1144080,63414,92,STARBUCKS CORPORATION,STARBUCK'S COFFEE #2636,04/10/2020,05/31/2021,02/28/2020,1701 W DIVISION ST,1701,1701,W,DIVISION,ST,CHICAGO,IL,60622,1,47,1-47,12,41.903195593,-87.669965312,"(41.90319559301502, -87.66996531168556)"
1144082,63414,5,STARBUCKS CORPORATION,STARBUCKS COFFEE #217,04/10/2020,05/31/2021,02/28/2020,2200 N HALSTED ST,2200,2200,N,HALSTED,ST,CHICAGO,IL,60614,43,41,43-41,18,41.921905478,-87.648781981,"(41.9219054776707, -87.64878198090277)"
1144083,63414,6,STARBUCKS CORPORATION,STARBUCKS COFFEE #206,04/10/2020,05/31/2021,02/28/2020,2063 N CLARK ST,2063,2063,N,CLARK,ST,CHICAGO,IL,60614,43,43,43-43,18,41.920148393,-87.637024697,"(41.92014839268424, -87.63702469696462)"
1144084,369504,10,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE # 272,05/29/2020,05/31/2021,02/28/2020,2525 N CLARK ST,2525,2525,N,CLARK,ST,CHICAGO,IL,60614,43,27,43-27,19,41.92854129,-87.642076344,"(41.928541289666775, -87.64207634430801)"
1144085,63414,54,STARBUCKS CORPORATION,STARBUCKS COFFEE #2378,04/10/2020,05/31/2021,02/28/2020,4553-57 N LINCOLN AVE,4553,4553-57,N,LINCOLN,AVE,CHICAGO,IL,60625,47,45,47-45,19,41.964622923,-87.685770718,"(41.964622923210825, -87.68577071779451)"
1144086,63414,34,STARBUCKS CORPORATION,STARBUCKS COFFEE #2223,04/10/2020,05/31/2021,02/28/2020,3350 N LINCOLN AVE,3350,3350,N,LINCOLN,AVE,CHICAGO,IL,60657,47,38,47-38,19,41.943047201,-87.671180893,"(41.94304720068851, -87.6711808928035)"
1144087,63414,91,STARBUCKS CORPORATION,STARBUCKS COFFEE # 2449,04/10/2020,05/31/2021,02/28/2020,4015 N LINCOLN AVE,4015,4015,N,LINCOLN,AVE,CHICAGO,IL,60618,47,35,47-35,19,41.954854382,-87.679075957,"(41.954854381935924, -87.67907595717729)"
1144088,63414,74,STARBUCKS CORPORATION,STARBUCKS COFFEE #2491,04/10/2020,05/31/2021,02/28/2020,1900 W MONTROSE AVE,1900,1900,W,MONTROSE,AVE,CHICAGO,IL,60613,47,10,47-10,19,41.961603816,-87.67607883,"(41.96160381583514, -87.6760788298814)"
1144089,63414,125,STARBUCKS CORPORATION,STARBUCKS COFFEE #13522,04/10/2020,05/31/2021,02/28/2020,3232 W FOSTER AVE,3232,3232,W,FOSTER,AVE,CHICAGO,IL,60625,39,43,39-43,17,41.975840774,-87.710038349,"(41.97584077440042, -87.71003834908514)"
1144094,369504,14,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #8954,02/28/2020,05/31/2021,02/28/2020,4558 N KEDZIE AVE,4558,4558,N,KEDZIE,AVE,CHICAGO,IL,60625,33,3,33-3,17,41.964611762,-87.708499442,"(41.96461176175771, -87.70849944208983)"
